Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
8b04755a-22d7-4fe0-a34f-9ce4db1f699b,DMAV35341765461411,2025-05-01 00:25:53,2614.67,Berry and Sons,Debit,Housing,Dallas,USA,Online Transfer,24,Male,Chief Financial Officer,141201.86,12289.39,Pending,No,True,258,
a7d887f8-e6d4-4b84-8f21-7cf88cbaf70d,EYWS70137124365858,2025-05-01 00:49:05,1392.3,Morris Group,Credit,Utilities,San Jose,USA,Credit Card,25,Female,Graphic designer,32170.64,5100.03,Success,No,True,224,Fight give member just ten example.
12ac6d3b-6598-4c5e-8030-28265604db09,DBNO44499890716778,2025-05-01 01:45:20,341.05,Morgan PLC,Debit,Housing,San Antonio,USA,Cash,46,Female,"Editor, commissioning",103619.0,12789.98,Success,No,True,495,
97589dfe-6e54-42a4-9f5e-84629fd9ffc1,OSCV08779808745634,2025-05-01 02:03:29,396.07,Davis and Sons,Credit,Fitness,New York,USA,Online Transfer,27,Male,Environmental manager,76181.41,6045.31,Success,No,True,153,Successful product put doctor expert spring address.
135329be-58a1-4c6b-8749-1a635868ba90,YLGO84205555354407,2025-05-01 02:55:46,4253.63,Heath and Sons,Credit,Savings,Chicago,USA,Debit Card,52,Male,"Lecturer, higher education",127230.34,4778.91,Failed,Yes,False,432,Threat culture store development stop hear option.
470c16b2-cba6-46f6-bda6-94ae2a6739b6,RVGZ46442996138071,2025-05-01 03:17:40,4731.95,Lozano-Gardner,Credit,Utilities,Dallas,USA,Credit Card,44,Male,Paramedic,118831.29,19100.12,Pending,No,True,477,Probably job lot can machine value.
1a34876c-4c69-43dd-8673-e948e82d8a61,NYFH72464560485119,2025-05-01 03:47:02,1468.49,"Reed, Moreno and Ball",Credit,Education,New York,USA,Cash,58,Others,Artist,111237.83,1279.42,Success,No,False,401,Seat despite cell goal indeed fear marriage option.
3d365da3-78ed-44ef-b7ee-dfeb51f8a13c,HSFB56775677722660,2025-05-01 05:08:30,2309.24,"Massey, Smith and Williams",Debit,Food,San Jose,USA,Cash,35,Female,Clinical research associate,88604.87,19740.47,Pending,Yes,True,145,Possible good Democrat senior dark measure official.
7c74c9a9-e18a-49a4-9c1d-cd308f33a7ea,WYLB64103184173265,2025-05-01 05:54:13,5171.36,Ward Ltd,Debit,Transport,Dallas,USA,Debit Card,23,Others,,113744.15,16314.92,Pending,Yes,True,138,Son property hard be official.
777fbf43-df23-47fd-80a4-58fdf3efed27,RKRS44397621089748,2025-05-01 06:04:49,3361.02,"Taylor, Allen and Herring",Debit,Shopping,Phoenix,USA,Credit Card,64,Male,"Physicist, medical",106420.55,7079.8,Failed,No,False,64,Level network sell strategy teacher.
