Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
4f86fdff-4d4a-4b19-8c2a-bb762629d83b,MXAC83647238750827,2023-05-01 01:17:01,3305.48,"Tucker, Torres and Fry",Credit,Housing,Dallas,USA,E-Wallet,61,Male,Occupational hygienist,74678.77,9711.96,Failed,No,False,406,People question consumer magazine expect green back.
558d7dd8-067a-41f1-9970-43a289ed1d5e,PQRG69223385403369,2023-05-01 02:11:11,4078.93,Mendoza Group,Debit,Entertainment,San Diego,USA,Credit Card,64,Others,Early years teacher,137745.71,9245.85,Success,Yes,True,475,Tend court particular method.
1411eee4-9667-4e23-b224-6a4abaa557b2,EKCB49461730515133,2023-05-01 02:29:40,400.98,"Flowers, Edwards and Hudson",Debit,Fitness,San Diego,USA,Online Transfer,21,Male,,111814.28,3043.15,Failed,No,False,355,Not area economic report east all.
3677ad40-4944-40aa-9f0d-ac322b4bdabd,ZSSL12397283512959,2023-05-01 04:23:07,3302.8,Mora Inc,Debit,Grocery,San Jose,USA,Online Transfer,62,Female,Biomedical scientist,104474.18,1900.49,Success,No,True,279,Bag six range same.
1c057301-b666-41bf-8731-1ab2893cc9ce,NGBO01316889780332,2023-05-01 05:21:24,2439.49,Wilkinson and Sons,Credit,Travel,Phoenix,USA,Credit Card,20,Female,Science writer,127206.63,12091.58,Success,Yes,False,164,Go boy popular machine international how.
c355260d-d8cb-44b9-9e53-c33a3ddef5b4,KVKE03286591819805,2023-05-01 05:37:00,2046.13,Morrison Ltd,Credit,Education,Dallas,USA,Cash,51,Male,Architect,24261.03,6457.87,Pending,Yes,False,224,Owner order sure dinner.
1d702420-351a-466c-b5f0-843f49d762ce,VYDI02454224922430,2023-05-01 05:47:28,1645.89,Martin Inc,Debit,Electronics,San Jose,USA,Debit Card,23,Female,Chartered legal executive (England and Wales),145338.26,3225.85,Failed,No,True,74,Year including service knowledge so send either.
f3028202-0fef-4eaf-b351-f7d764c06ff6,LETL06354167853044,2023-05-01 05:56:44,3209.13,Green-Johnson,Credit,Housing,San Antonio,USA,E-Wallet,21,Others,"Surveyor, mining",93458.78,18427.44,Failed,No,True,498,Weight include prepare way tend on.
6481f6f8-85f1-4520-95e9-8aea411b0069,UPEI84396099607939,2023-05-01 06:40:44,4843.55,"Parker, White and Day",Credit,Utilities,New York,USA,Credit Card,40,Others,Broadcast journalist,73090.45,11393.69,Pending,Yes,True,47,Network song near which degree.
a5973aeb-9fd6-4894-aeb2-e48d0af75431,VELE00298904269808,2023-05-01 06:59:49,2184.31,"Ruiz, Adams and Wilson",Credit,Grocery,San Jose,USA,Cash,66,Others,Management consultant,148258.43,18032.12,Pending,Yes,True,114,Very age production happy thousand reveal.
