Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
c4cb58da-a440-49d8-b186-2dd9cfc873cd,ZAPZ81871096856425,2025-01-01 01:34:29,4642.93,Gonzalez-Banks,Credit,Transport,San Jose,USA,Credit Card,53,Female,Ecologist,136589.97,3636.23,Success,No,True,249,Control public before not organization.
19419b15-08a0-483b-a24e-13e2e5f5e310,TXYZ28630825390054,2025-01-01 01:43:42,27.83,"Reynolds, Harrington and Banks",Debit,Healthcare,Dallas,USA,Debit Card,66,Male,Applications developer,78144.09,14415.5,Failed,Yes,False,274,Series number themselves everybody risk.
40ec6bf0-e05f-47cf-892b-1ce9b81fa412,VYOT43193667116253,2025-01-01 01:47:35,1488.62,Allen Inc,Debit,Shopping,New York,USA,Online Transfer,35,Others,Video editor,73717.65,8821.27,Success,Yes,True,391,May field language again lot show.
f0beb861-4aab-4803-9054-d7e0b5e7778f,RNDZ78087135384732,2025-01-01 01:50:31,3210.5,Haynes-Wilson,Credit,Savings,Houston,USA,Cash,63,Female,,23933.78,13830.96,Success,Yes,False,56,Although spring long mention.
fc75728a-cb0c-4fa8-a9e7-1ed008a5eadb,WTDA96196804505211,2025-01-01 01:57:18,1645.08,Lewis-Thomas,Credit,Entertainment,San Jose,USA,Debit Card,38,Male,"Designer, fashion/clothing",113822.39,13505.24,Success,Yes,True,200,Fact investment because.
7de1e237-8b41-4380-8337-a20d14f4f400,SHYL16026957752668,2025-01-01 02:53:17,1754.06,"Oliver, Montgomery and Zamora",Debit,Travel,New York,USA,Cash,52,Female,"Librarian, academic",113280.12,1838.95,Success,Yes,True,283,Debate same according keep marriage.
dc8ff389-939b-42de-b514-554ee35b8761,TRYL53237508397317,2025-01-01 03:52:18,2726.95,Robles Ltd,Debit,Savings,Philadelphia,USA,Debit Card,30,Others,Passenger transport manager,130420.97,9780.99,Pending,Yes,False,4,Somebody modern happen.
d8d9e15f-6e59-408a-8c72-563a639bafed,WQNZ52377729665633,2025-01-01 04:17:45,3289.89,"Meyers, Smith and Burns",Debit,Shopping,Dallas,USA,Online Transfer,62,Female,Estate agent,94438.0,10608.14,Pending,No,True,446,Mouth year require foreign.
3e881958-4872-4605-b35a-fa859422c28d,QNUH07078101012448,2025-01-01 07:05:11,3348.98,"Davila, Morris and Brewer",Debit,Shopping,San Jose,USA,E-Wallet,38,Male,Heritage manager,79743.28,7089.45,Success,No,False,262,Cold anything hand religious.
d2d8b4d8-a45a-454c-9798-7bc69cba04cc,ZHWG21119470117239,2025-01-01 07:19:25,272.4,"Bishop, Walker and Mora",Debit,Savings,Los Angeles,USA,Debit Card,69,Female,Exhibition designer,21164.05,12770.27,Success,No,False,403,Reflect loss arrive film government.
997a2b38-78dd-4c41-840a-cf17f3393151,FDLD75196792960586,2025-01-01 08:11:46,696.3,Obrien-Dickson,Credit,Education,Los Angeles,USA,E-Wallet,29,Male,Occupational therapist,24115.49,15145.83,Pending,No,False,355,Draw eye instead deal door specific.
c322f71a-b6aa-44df-abee-421901db92fa,TIPE91551521983623,2025-01-01 08:30:43,2265.95,Jimenez Inc,Credit,Food,Chicago,USA,Online Transfer,23,Male,Learning mentor,21403.33,18319.58,Success,No,False,57,Ok Congress hold.
2b196037-40d4-4848-90e1-c391ccfa1011,BKQU29582923616188,2025-01-01 09:43:27,4277.35,Jones-Carpenter,Debit,Fitness,New York,USA,E-Wallet,66,Male,"Accountant, chartered certified",107515.69,13151.64,Success,Yes,True,147,Same doctor stand would lot foot.
c8155473-796a-43e5-84df-3d3a343be6d0,ILDG00501985754738,2025-01-01 10:10:36,4577.41,Campbell-Roberts,Debit,Housing,Los Angeles,USA,Cash,24,Male,Office manager,58411.37,10945.95,Success,No,False,13,Answer figure eye example country.
289040dd-748d-4ff5-a30f-0b51d17c27c4,CCWO45188934773101,2025-01-01 10:39:30,1427.86,Cabrera-Mitchell,Debit,Healthcare,San Antonio,USA,Online Transfer,37,Others,Therapeutic radiographer,59163.95,18962.31,Success,No,False,475,
7ebad3a9-a01b-4172-9488-11d08118a3f1,GMVI14022695620948,2025-01-01 10:41:15,2147.33,Black and Sons,Credit,Education,Los Angeles,USA,E-Wallet,20,Female,Public relations account executive,82812.23,10159.18,Pending,No,False,257,Deal parent doctor conference.
ff66375e-3246-4013-aa00-845fdeb01828,MAQV57646036324286,2025-01-01 10:54:34,1885.42,Johnson-Pitts,Debit,Clothing,Philadelphia,USA,Credit Card,55,Others,Museum/gallery exhibitions officer,125389.84,389.9,Pending,No,False,151,Policy key seat huge since mother bar.
93693b02-75cf-4899-a03b-373a3909fd52,VGNT06155026134097,2025-01-01 13:53:19,589.66,"Yang, Long and Skinner",Credit,Clothing,San Jose,USA,Online Transfer,29,Female,Musician,145257.3,975.45,Success,No,True,68,Choice hope thus whole style.
b573e88b-99db-4ca5-84d4-85f324ed56df,BDIL84081144157281,2025-01-01 14:59:44,1556.76,Jones and Sons,Debit,Housing,,USA,Credit Card,42,Female,Equities trader,123804.5,4606.06,Success,Yes,False,384,Reason base both picture machine father deal with.
bc1049d0-2a84-4255-8c36-35fc98feaaa2,NTAK43526821947190,2025-01-01 15:44:53,5018.98,Harrison Group,Credit,Education,New York,USA,Cash,50,Female,"Psychologist, educational",145799.17,11509.95,Success,No,True,481,Possible husband plant structure would short life attack.
64d456e1-604b-4026-a255-9bbba50012ee,VEGZ21425261197892,2025-01-01 15:59:20,4731.82,Frazier-Robinson,Credit,Utilities,Houston,USA,Cash,28,Others,Ship broker,91451.16,1118.45,Pending,No,True,133,Candidate sister dog effort.
9637928a-fe54-442f-baf0-a3dfa4ba13e4,LKQA99613273034615,2025-01-01 16:19:27,1205.65,"Parker, Davis and Hill",Credit,Savings,San Antonio,USA,Credit Card,20,Female,"Lecturer, further education",31682.08,15229.59,Failed,Yes,True,366,Support president read.
