Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
2d7d9eff-48fc-4a80-a520-2f412ce3b29a,KOIW91671656709866,2025-08-01 01:34:05,2533.24,"Fuller, Juarez and Mueller",Debit,Healthcare,San Diego,USA,Credit Card,23,Male,Armed forces technical officer,27380.32,15345.1,Pending,Yes,False,29,Top head current speech mean.
2e11bd42-ce24-4dc7-9f1a-592ce33b01e0,ZRNA37790542531702,2025-08-01 02:30:02,249.78,Gaines-Gonzalez,Credit,Fitness,San Jose,USA,E-Wallet,53,Female,Financial planner,100333.63,2162.53,Success,Yes,False,308,Oil authority finally security total beyond sister.
9266f0c4-eab9-4819-a537-6a8437e9bc3d,MNUP15630759257977,2025-08-01 02:56:16,2791.24,Alexander-Smith,Credit,Education,San Diego,USA,Cash,26,Female,"Designer, textile",93948.68,19782.23,Pending,No,True,123,Nation down recognize charge realize.
a969689f-afcb-4e96-a2e7-0fb1dac5409a,BPBM11402235960658,2025-08-01 04:46:56,3908.41,Trujillo-Vang,Debit,Grocery,Dallas,USA,Cash,56,Female,Tax inspector,52321.43,16138.84,Pending,No,True,367,Season on data across others guess.
e083cd68-0ad9-4dfd-b705-c99c83b80b4e,LGPV22783929025324,2025-08-01 05:02:38,5186.82,Stevens Group,Debit,Travel,San Jose,USA,Debit Card,56,Others,Tree surgeon,46641.0,16143.08,Success,Yes,True,492,Race new manage season within.
3118aed8-35d0-46b6-9a5b-0fd7367863d7,EDDW88959491926595,2025-08-01 05:24:13,4063.51,"Alexander, Castro and Jones",Credit,Healthcare,Los Angeles,USA,Online Transfer,51,Others,Ceramics designer,74272.62,5464.97,Pending,Yes,True,55,Single about floor group blood fish.
de6bfd7f-e326-44c5-a161-10ce8111f6c7,LYLE48993087130161,2025-08-01 07:15:29,2818.45,Turner-Garza,Debit,Savings,San Jose,USA,Online Transfer,66,Male,"Engineer, energy",37466.77,14219.42,Success,No,False,439,Whether research southern material.
d7ef192d-0216-4021-aa2b-9f36b9c90ea9,DENI56967570571715,2025-08-01 07:44:58,2315.08,Conner Group,Credit,Savings,Philadelphia,USA,Online Transfer,39,Male,"Scientist, biomedical",142261.63,11181.77,Success,Yes,True,351,Tonight provide interview scene study in.
3568ffe1-e72c-4f5b-8137-626deab001a2,MSAZ46350773188593,2025-08-01 08:02:06,1352.42,"Brown, Morris and Ramirez",Credit,Utilities,Houston,USA,Credit Card,57,Male,"Engineer, control and instrumentation",43921.51,12520.21,Failed,Yes,False,213,Try do thank cup early pull.
b96cbf5f-4378-4a93-a5e8-e4549d9be5e1,MBXU35672944247222,2025-08-01 10:20:29,916.84,Blankenship LLC,Debit,Utilities,,USA,Online Transfer,29,Others,Chiropractor,122227.86,19756.03,Pending,Yes,True,108,
