Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
abfa1480-28d9-4ddd-8380-26d2fd8a7cc7,OAPV95515122946213,2023-08-01 00:16:03,4522.38,"Sheppard, Thompson and Golden",Credit,Food,Houston,USA,Cash,68,Male,Artist,20151.3,267.16,Pending,Yes,False,392,Agent owner manage cause.
e26c14e1-6e50-48f1-b816-aaa8a91d3101,GFXF39982137455611,2023-08-01 00:39:59,2205.54,Armstrong Ltd,Credit,Shopping,Philadelphia,USA,Credit Card,35,Others,Geographical information systems officer,141582.2,14433.23,Success,Yes,True,443,Size candidate seven even possible still yeah.
d91ce9fd-3d6a-41fd-b749-f6fcb9296322,YGRD01897332471525,2023-08-01 01:17:23,2485.53,Fisher and Sons,Credit,Grocery,Philadelphia,USA,Cash,32,Male,Systems developer,20643.1,6831.45,Success,No,True,292,Soon step able world actually also.
6badea0e-50e0-4281-8078-aac42109a8cb,WILK65824768258459,2023-08-01 02:27:50,2454.89,Welch and Sons,Credit,Entertainment,,USA,Cash,67,Female,Production manager,78910.69,968.18,Pending,No,True,427,Pull law huge goal word fast.
a53c8c18-38b6-4560-89b9-5cdf3a69c717,ATEE22128816903583,2023-08-01 02:34:40,2521.48,"Williams, Keith and Reyes",Debit,Food,Phoenix,USA,Debit Card,48,Female,Estate agent,115621.49,12114.09,Success,Yes,True,400,Help not task family cost money heart.
54dc947f-2ca8-4dd9-897c-b6cc8d997b41,JEQY18269549001038,2023-08-01 02:50:21,2457.2,Smith Inc,Credit,Housing,New York,USA,Online Transfer,21,Female,Oceanographer,101999.93,12842.87,Failed,Yes,True,342,Music add much hear among bit.
b396aeab-351e-4468-b250-389df262a394,INRU87305886810253,2023-08-01 03:22:45,1492.04,"Hale, Wright and Allen",Credit,Travel,San Antonio,USA,Debit Card,39,Others,Community arts worker,40132.4,15081.05,Pending,Yes,False,26,
e6f4dfda-1f1a-41ff-beee-fad7478bad2b,PYUK78827376309773,2023-08-01 03:24:00,2605.81,Moran-Stephens,Credit,Travel,Dallas,USA,Cash,56,Others,Travel agency manager,110097.35,1485.02,Failed,Yes,False,163,Activity knowledge name whom member.
19ac8f63-b3b1-48b1-b99b-031171613caf,PWOC46733909213701,2023-08-01 03:49:43,4444.16,Lee and Sons,Debit,Electronics,Los Angeles,USA,Online Transfer,63,Male,Garment/textile technologist,67638.62,10030.08,Success,Yes,False,245,Person doctor play huge take food score.
8319ffc2-c708-4244-a3d2-89d1da1c30a6,CROQ10480283541589,2023-08-01 04:04:01,597.68,Freeman-Peters,Debit,Education,Houston,USA,E-Wallet,53,Female,Airline pilot,74211.5,19708.26,Failed,Yes,True,424,Property both example identify successful read fall.
