Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
17e72bdc-0557-4d88-b5a8-bfe06fe5d739,SSPT84315227911074,2025-12-01 00:09:53,3268.68,Ibarra Ltd,Credit,Education,Philadelphia,USA,Debit Card,31,Female,Travel agency manager,30267.39,8253.99,Success,No,False,239,Tough consider food power loss team.
69b17444-12bb-4d42-a119-78ddc2351f0b,LWKS50837456017039,2025-12-01 01:21:43,3034.64,Peters-Martinez,Debit,Transport,San Jose,USA,Online Transfer,70,Female,Radio producer,147661.95,13774.63,Failed,No,True,391,Cover draw member international consider.
3bdfa0e6-fb9f-4e71-be4f-c1a1fbc2687d,LWCV00218241408170,2025-12-01 03:50:09,3919.37,"Hayes, Myers and Evans",Credit,Utilities,,USA,E-Wallet,64,Male,Radio producer,94429.67,2487.67,Success,Yes,True,269,Fall important always issue then represent goal.
457482ec-4b38-4a1e-bccf-9f63accf1f4c,ABQE63746462250747,2025-12-01 03:53:07,3057.42,Roberts and Sons,Debit,Electronics,,USA,Cash,44,Male,Ceramics designer,62694.79,5106.35,Success,No,False,27,Particularly throughout day laugh former interest.
2fe5b90e-e940-428d-98fa-dd9d6627243d,SBZB09406565823445,2025-12-01 03:53:55,4065.26,"Lambert, Lyons and Stone",Credit,Clothing,Dallas,USA,Credit Card,29,Others,Trade union research officer,59198.63,6832.23,Success,Yes,False,485,Situation more measure husband full direction.
f5698896-02f7-4b31-801b-dc1e7420daa4,XQLW51270118360637,2025-12-01 04:40:55,4570.81,Curry-Russell,Credit,Grocery,Los Angeles,USA,Debit Card,70,Male,Comptroller,64006.49,9924.34,Success,No,True,273,Decision light happen hard.
f65b2b7a-3e4c-4a1d-bf2b-37035e52f862,HUJF58797726257622,2025-12-01 05:06:32,2259.24,Lewis-Shelton,Credit,Housing,San Antonio,USA,Online Transfer,34,Others,Health and safety adviser,98681.74,11502.97,Success,No,True,434,No charge some style such.
e8ae89ab-0067-45e5-9ee2-30565715d1b8,GEVH03589298808583,2025-12-01 05:55:31,1348.22,Thompson-Brown,Credit,Healthcare,San Diego,USA,Online Transfer,33,Female,Press photographer,133511.16,4044.12,Success,No,False,473,List camera condition produce policy social because.
a73dd81e-1abf-4aed-aba8-3e0f669b4004,MUYC25780473719851,2025-12-01 06:13:53,2387.3,"Silva, Lopez and Long",Debit,Healthcare,Chicago,USA,Online Transfer,60,Female,Interior and spatial designer,103418.76,10433.95,Success,No,True,73,Lose race area drive water idea player country.
9335b722-23bc-44a6-aa50-84d9b95e63f8,WXPT88159456069559,2025-12-01 06:32:56,3823.79,"Lowery, Morris and Trujillo",Credit,Savings,New York,USA,Online Transfer,35,Male,"Presenter, broadcasting",137526.33,859.21,Failed,Yes,True,68,Tend usually middle exist democratic sort arm.
78e751d8-33ed-47ed-86ae-a97345019b25,KLSH50276749064122,2025-12-01 06:35:36,3964.08,Wallace-Richardson,Debit,Clothing,San Antonio,USA,E-Wallet,41,Male,"Therapist, speech and language",80754.48,6110.61,Success,Yes,False,245,Food box specific interview land allow model campaign.
0279c330-d6b5-42c8-bbb7-2d13c525762f,BOWZ85778846205420,2025-12-01 07:05:07,2493.85,Sosa-Sharp,Debit,Clothing,Philadelphia,USA,Online Transfer,50,Female,"Pharmacist, hospital",48857.57,19234.42,Failed,Yes,False,67,Parent suffer technology.
cc65a8c5-4f79-4788-af39-7f802ce751d1,XJOF50583334303115,2025-12-01 07:56:42,2076.45,Warner-Williams,Debit,Travel,Philadelphia,USA,E-Wallet,31,Others,Visual merchandiser,145908.94,12988.55,Failed,No,True,475,Treat be view strategy get involve.
7a0d24f4-778a-40e4-8721-36108c397779,YKUU29083116867447,2025-12-01 08:22:34,870.99,Salinas and Sons,Debit,Travel,,USA,Credit Card,18,Others,,77667.1,10691.93,Failed,Yes,False,181,Local necessary stay court PM reduce.
da10ccc2-d06a-4e69-9a11-a75b4031e4ea,GZNV25854218808799,2025-12-01 09:17:06,4669.97,Lambert-Young,Debit,Utilities,New York,USA,Credit Card,55,Male,"Teacher, secondary school",123060.76,18984.85,Success,No,True,225,Among pick opportunity television.
809f0ee3-009d-49c6-9c11-133d57c28090,NUTB30341365329856,2025-12-01 09:45:14,1624.84,Hutchinson-Buck,Debit,Transport,Houston,USA,Online Transfer,34,Male,Community education officer,110072.82,12817.42,Failed,No,False,374,Card represent far somebody if.
