Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
a29049fe-60b7-4acc-9e72-f35da39af02f,QNFQ72031954196664,2023-01-01 00:13:54,2181.46,Harrison Group,Credit,Electronics,Phoenix,USA,Credit Card,64,Others,Psychiatric nurse,117953.15,9019.45,Pending,No,False,406,Participant focus specific data good less fact.
e31580ac-cc5f-4dd9-9d81-590f1541d6eb,PIQS56425275317791,2023-01-01 00:27:22,207.88,Simpson PLC,Credit,Utilities,Phoenix,USA,Credit Card,42,Others,Publishing copy,118236.59,4845.35,Pending,Yes,True,443,Option identify morning laugh.
b21d6b58-7b88-4c3d-93a3-7143021cb3d2,NHBL27043692259164,2023-01-01 01:33:53,715.56,Rangel PLC,Debit,Savings,Los Angeles,USA,E-Wallet,54,Male,Merchant navy officer,54469.71,3873.13,Success,No,False,42,Car size however enter.
322eb510-d018-4a56-b467-e11c7aadc3e6,TVQO24834306741671,2023-01-01 04:27:17,609.95,"Martin, Mclaughlin and Green",Credit,Food,San Jose,USA,Cash,39,Others,"Nurse, adult",89559.45,12973.29,Pending,No,False,93,Themselves important ok thank many.
68544979-f9b5-48c1-b0fd-8baa3003d8f9,KOIW91671656709866,2023-01-01 04:47:39,2393.79,"Fuller, Juarez and Mueller",Debit,Healthcare,San Diego,USA,Credit Card,23,Male,Armed forces technical officer,27380.32,15345.1,Pending,Yes,False,29,Top head current speech mean.
f69ec82e-b3d4-4063-8abf-d734afbdf456,SMVD21905188129886,2023-01-01 05:03:11,3995.21,Mendoza PLC,Credit,Utilities,Los Angeles,USA,E-Wallet,39,Others,Careers adviser,99137.54,17831.1,Failed,Yes,False,429,Network his institution teacher affect course.
fda98d22-99b8-4163-bbed-34e9a0bc4a04,NKCN80047215357009,2023-01-01 09:43:39,3020.44,Patterson and Sons,Debit,Food,San Antonio,USA,Credit Card,18,Others,"Civil engineer, consulting",67979.43,13543.91,Pending,No,False,12,General pick season adult learn together.
c98c2b29-ed69-4181-8a73-dae07d67c96e,QXGX81674289540584,2023-01-01 10:11:48,3268.5,Scott Inc,Debit,Education,San Diego,USA,Credit Card,21,Male,Theatre director,96036.52,5374.61,Pending,Yes,False,346,Parent author suddenly message.
396060e0-99e2-4fd2-b047-3d0b8c212e66,JZBC54150689851188,2023-01-01 10:42:47,903.97,Nelson LLC,Credit,Education,San Jose,USA,Credit Card,40,Others,"Embryologist, clinical",27633.26,13812.83,Success,No,False,224,Choose who child us state door there.
c325927e-8df6-40d1-baba-a3b11157d6ee,WHNO74620258254318,2023-01-01 12:27:00,4979.65,Sullivan-Harrison,Credit,Healthcare,Phoenix,USA,Debit Card,19,Male,Best boy,118482.92,17926.76,Pending,Yes,False,280,Away friend seem box personal.
db638348-0592-4189-b512-c32c652b5204,CNUD19540627890880,2023-01-01 12:39:50,3815.12,Spencer LLC,Credit,Electronics,Chicago,USA,Debit Card,70,Male,Clinical molecular geneticist,71921.28,15441.62,Pending,No,False,189,
9baf55df-00ca-46bd-aa42-1fb05b825092,YHXS65586819004158,2023-01-01 12:43:35,3635.02,Short PLC,Debit,Housing,Chicago,USA,Debit Card,29,Female,Microbiologist,146882.32,7346.99,Success,No,True,429,Hope data decade get or today race.
4152c9f0-5136-449a-a140-f6255ed4f389,UQKK07026406260674,2023-01-01 12:50:18,765.43,Serrano Ltd,Credit,Education,Houston,USA,Cash,62,Others,"Conservation officer, nature",96283.3,9178.14,Failed,No,True,455,Member history education class activity.
91238eb6-1229-4d89-be8e-97c38431cd4d,NCMU18776458084319,2023-01-01 13:01:27,3978.74,Tucker-Myers,Credit,Shopping,Chicago,USA,Credit Card,55,Male,Landscape architect,88104.77,17366.02,Pending,Yes,False,210,Gun although subject anyone ahead up.
31bf2150-df75-42d5-ba44-426882bb0224,IPBP30814142375745,2023-01-01 13:04:55,2637.8,"Miller, Travis and Jimenez",Debit,Shopping,San Antonio,USA,Online Transfer,56,Male,"Engineer, electronics",66873.96,13295.47,Pending,Yes,True,209,Nor sense upon national.
93ff49d9-bf66-4b56-8c7c-b6940c7aafe7,RPTE16501817576018,2023-01-01 16:03:59,3713.38,"Kramer, Moore and Malone",Debit,Housing,San Antonio,USA,Debit Card,30,Male,Bookseller,35691.82,11509.8,Success,Yes,True,347,Main these choice score what power.
2184c00d-526f-40de-afad-6a8409215512,QTGW29865366145018,2023-01-01 16:33:08,1152.03,Rice Ltd,Credit,Electronics,Phoenix,USA,Online Transfer,44,Male,"Engineer, broadcasting (operations)",37933.94,19675.6,Pending,No,True,456,Congress us despite happen beautiful series sure.
07ac40df-dcf6-4ade-af2f-47c4b55a36a2,ZYFK68708806357298,2023-01-01 17:17:54,1312.41,"Morgan, Pratt and Parker",Credit,Clothing,Dallas,USA,Debit Card,18,Others,Psychiatric nurse,50346.72,11101.87,Pending,Yes,True,286,Answer market second second team painting vote take.
94692100-8d9f-4bf5-8fd8-72cba7eba938,SQHC43099532189315,2023-01-01 17:19:34,1608.17,Thomas-Bray,Credit,Housing,Phoenix,USA,Debit Card,40,Others,Housing manager/officer,43967.08,12738.31,Failed,No,True,379,Type drop nice upon couple.
82220318-2317-42ec-9f03-91d48b096800,DWMB49860372186003,2023-01-01 17:45:53,2271.29,Edwards LLC,Credit,Travel,,USA,Credit Card,64,Others,Product designer,45312.72,10273.85,Pending,No,False,100,Case here future always.
9bbe77af-5f9a-4614-80b3-566ad518d2ec,QJWO38577973982455,2023-01-01 17:53:11,3829.35,"Armstrong, Sellers and Brown",Debit,Utilities,San Jose,USA,Credit Card,26,Male,Fast food restaurant manager,47348.55,12346.93,Pending,Yes,True,229,Identify then check foot stock sister.
1ecc2393-6db7-4fa9-995b-9d6d2b79867b,IXJE35068843939396,2023-01-01 18:18:52,3630.05,Martinez Ltd,Credit,Grocery,,USA,Debit Card,59,Male,Osteopath,81853.61,17216.12,Success,No,False,57,Particularly believe ago assume.
9be712bd-d6e0-4805-84e0-5ebe88034513,SAEQ22700934596262,2023-01-01 18:44:24,1382.64,"Rowland, Bates and Rodriguez",Credit,Housing,Dallas,USA,Online Transfer,45,Others,Nutritional therapist,104452.66,16806.18,Success,Yes,True,242,Traditional must exist know task day civil.
3652dd48-853d-45ef-a7b0-d2a03cb28831,HRTO39076667524420,2023-01-01 20:50:27,1990.74,Spencer-Rivera,Debit,Travel,Phoenix,USA,Cash,60,Male,Bonds trader,91519.86,17502.62,Pending,Yes,False,152,Better professor you require stock author ask.
86a5e77e-6c01-4e6b-acdb-48fd33bf39af,ZUEV24117715536731,2023-01-01 22:41:28,2801.22,"Davis, Duncan and Barton",Debit,Travel,Houston,USA,Credit Card,29,Female,Nutritional therapist,55503.57,10665.85,Pending,No,True,199,Manage college meet test particularly energy record day.
187a7f2f-8dde-49a3-a2cc-c920ec1db9ee,KTCF75362479905233,2023-01-02 01:18:07,2528.96,Jackson Inc,Debit,Healthcare,San Jose,USA,Credit Card,67,Others,Financial trader,132435.57,4559.13,Failed,Yes,False,289,American heart then level.
8c95dd11-8a6f-424f-b79a-2348d9f724a5,XLWE56599508914233,2023-01-02 03:36:46,2597.32,Ross PLC,Debit,Food,San Diego,USA,E-Wallet,52,Male,"Surveyor, planning and development",125783.98,18941.56,Failed,Yes,True,452,
66355fdf-183e-4188-b6e1-aa372f3c84cc,JCOF88551895539453,2023-01-02 03:56:29,456.85,Jones LLC,Credit,Fitness,Chicago,USA,E-Wallet,57,Male,"Scientist, research (physical sciences)",102694.43,5398.56,Failed,Yes,False,184,
0989fa63-2f00-45f7-bbc6-eb4a97a73fea,JKOZ69229625847072,2023-01-02 05:52:51,367.29,Reese-Cook,Debit,Shopping,San Diego,USA,Cash,61,Male,,86340.69,9163.36,Success,Yes,True,222,
20dea2e3-2e53-4a81-8b5c-e9c475cc6a74,VNZN00301196227238,2023-01-02 06:00:12,1597.31,Sosa-Rodriguez,Credit,Healthcare,San Diego,USA,E-Wallet,26,Female,"Scientist, clinical (histocompatibility and immunogenetics)",70341.98,1202.91,Success,Yes,False,455,Study then executive to.
fe92a0e2-3b22-43ed-b9f5-126dd8c46f3f,FTLS66048736826911,2023-01-02 06:41:38,4157.71,Jones-Hunt,Debit,Food,New York,USA,E-Wallet,59,Female,Analytical chemist,82841.12,13882.12,Failed,Yes,False,229,Major reduce fly he modern.
52b50960-76e3-496d-abac-872820f23b67,PRQJ20475983589477,2023-01-02 08:12:33,1216.87,Wright Inc,Credit,Housing,Los Angeles,USA,Online Transfer,47,Female,"Loss adjuster, chartered",142672.81,5530.65,Failed,No,False,250,When source own ball similar foot.
24dc7168-b873-4505-a22f-66f0c70bc2a3,BWWS80635333501626,2023-01-02 08:16:45,2054.32,Coleman and Sons,Debit,Healthcare,San Jose,USA,Online Transfer,55,Female,Barrister,131889.2,17893.88,Success,Yes,True,464,Few start pull page past.
89c5dd2e-12dc-455e-9221-b3fdfa041b81,UVGB23641224740985,2023-01-02 09:38:23,2508.8,Ibarra Inc,Debit,Utilities,Chicago,USA,Online Transfer,40,Others,Retail merchandiser,111977.68,614.08,Success,Yes,False,428,Behind around billion grow experience back new.
756857d0-ef23-4974-8942-d217508668ea,KKVR50959145049723,2023-01-02 09:54:22,3951.04,"Gonzalez, Fernandez and George",Credit,Transport,Los Angeles,USA,Credit Card,53,Female,,47950.24,17119.29,Failed,No,False,478,
fa1e6037-a887-4b7e-a5c2-6e56c1ee638a,MXIQ01051184264102,2023-01-02 10:12:29,3035.72,"Ferrell, Lawrence and Howell",Debit,Education,San Jose,USA,Debit Card,18,Female,Armed forces technical officer,98000.76,4013.86,Success,No,False,411,Sure between raise quickly.
9839ca58-9164-41f0-b802-6529a7f89560,KHDK63093079685909,2023-01-02 10:36:23,3306.62,Thompson Ltd,Credit,Electronics,New York,USA,E-Wallet,38,Others,Environmental education officer,70399.66,3161.62,Success,No,True,170,Public oil range move commercial last.
48c31967-c723-4f79-805d-3f2c3d79652a,SGZE10367400925427,2023-01-02 10:59:34,1844.58,Frazier Group,Credit,Utilities,San Diego,USA,Debit Card,48,Male,"Scientist, audiological",92385.4,3064.35,Success,Yes,False,241,Ask into region.
708beeb8-4a73-479c-8a40-d513e9cd5085,TWRN02757454492054,2023-01-02 13:09:25,629.87,Ortiz-Chapman,Credit,Food,San Jose,USA,Cash,70,Others,,142806.39,10359.78,Success,Yes,False,371,Hospital end coach author under simple what.
e31e698c-6cf6-4e12-9dcb-851665c2eea6,YUQD49836784903217,2023-01-02 13:52:15,4355.21,"Odom, Sweeney and Fowler",Debit,Utilities,Houston,USA,Debit Card,41,Female,Public affairs consultant,78646.49,6376.93,Failed,No,False,271,Building check suddenly fight soon group air design.
66e3a6a5-b7b4-4e7c-bafa-d510c591cdc5,KQZX49811846512421,2023-01-02 15:03:17,1779.11,Malone-Rodriguez,Debit,Grocery,Houston,USA,Online Transfer,55,Male,"Surveyor, land/geomatics",100513.05,16072.04,Failed,Yes,True,432,Theory season life could bit series.
1ca62cfa-7ef9-4b9e-9b7c-c433c4a8c887,XHEJ36792415712763,2023-01-02 15:03:28,5136.75,Williams-Benton,Credit,Food,,USA,Online Transfer,19,Female,Retail merchandiser,128048.5,404.7,Success,No,True,287,Health respond year country media yeah.
a635b333-e1fb-4747-9e61-44a94a0209ff,VBDO74460834864917,2023-01-02 15:40:44,3210.69,Singh-Park,Credit,Education,San Antonio,USA,Online Transfer,59,Others,Ergonomist,49627.49,10529.74,Failed,No,True,5,Once interview computer rock his.
e71c65e2-0ccb-4e00-b0dd-d9a669a0ce96,NGDF97557261694963,2023-01-02 18:05:39,1850.48,Martinez-Frazier,Debit,Savings,Los Angeles,USA,Online Transfer,33,Female,Learning mentor,136802.13,2160.38,Success,Yes,False,378,Want dinner Mr hold answer institution interest so.
5240b929-5d7c-46e8-b8ba-e38737a92c4a,KVQX33566388282270,2023-01-02 18:19:07,473.79,"Baker, Joseph and Lee",Debit,Education,San Antonio,USA,E-Wallet,19,Others,"Engineer, maintenance",148209.02,14448.11,Failed,No,False,399,Management through east accept contain prove writer.
8fdaadef-23ef-444e-9c18-19631f4c6e90,IOUV65857579033675,2023-01-02 18:52:34,2026.74,Figueroa Group,Credit,Savings,Chicago,USA,Cash,55,Female,Television floor manager,39401.47,6509.48,Failed,Yes,False,367,Risk radio rather left.
c2ceca89-29ae-4515-a7cd-bba14748bcec,DZJT25316498283859,2023-01-02 19:52:47,1930.87,"Hawkins, Moore and Simmons",Debit,Shopping,Phoenix,USA,Cash,43,Female,"Production assistant, television",92224.82,7848.25,Pending,No,False,90,Arm bank all student.
082edf9b-3c6b-4a62-8d30-642a3b9118d3,EMDX49915370382407,2023-01-02 20:34:13,331.99,Whitaker-Allen,Credit,Electronics,Houston,USA,Credit Card,58,Others,Curator,146267.48,2749.63,Pending,No,True,275,Start process generation fly movie executive.
f9977dc8-2e31-4465-8e6c-8d63d6bf40d6,JTWQ39225014257627,2023-01-02 21:31:00,141.68,Christian Group,Debit,Electronics,San Jose,USA,Credit Card,60,Others,Radio producer,149879.56,10106.47,Failed,Yes,True,275,Fact yourself team performance.
3c135a71-5a3d-4a5e-b10c-6660e6b06ac7,MHSD60076941658701,2023-01-02 22:41:20,1405.24,Reynolds-Stewart,Credit,Clothing,San Antonio,USA,E-Wallet,55,Others,Academic librarian,108400.95,12540.13,Pending,Yes,False,482,Gas own guess a certain respond though.
f4d253f6-fafc-40c6-bfb9-caf748754447,JJNL15717923002883,2023-01-02 23:10:17,3252.96,Arnold Inc,Debit,Savings,Chicago,USA,Debit Card,52,Female,"Therapist, nutritional",141975.68,11854.19,Pending,No,True,459,Century simply company tough final approach together.
4aca995f-dcc2-4648-8e9b-c6eda3532e2d,MXVE69022209755061,2023-01-02 23:14:03,537.65,Velez LLC,Debit,Entertainment,Los Angeles,USA,Online Transfer,43,Female,,43595.94,1319.22,Failed,No,True,272,Pretty watch hard loss military.
edbf7d5a-cc06-4b30-ae40-388a31aafdb5,OVKA53083360146715,2023-01-03 01:40:41,178.07,Zavala-Knight,Debit,Fitness,San Diego,USA,Online Transfer,34,Others,Analytical chemist,60738.0,9133.58,Failed,No,False,210,Sort really event call necessary manager life.
814578a1-0c50-48cc-b8de-0648c5cef472,CGKF42816945384554,2023-01-03 02:13:01,1236.09,"Doyle, Winters and Pierce",Credit,Electronics,Houston,USA,Cash,43,Female,Industrial buyer,40751.25,7114.76,Success,No,True,55,Three cultural tough however old.
e09e3a69-7fbf-48f4-8daf-f238f7de7014,PHZE72221553250169,2023-01-03 02:25:41,17.87,"Welch, Long and Anderson",Debit,Fitness,Philadelphia,USA,Debit Card,26,Others,Professor Emeritus,20619.3,12740.72,Pending,Yes,True,327,My chance reality for article worry still.
f124b9ed-acb5-4710-9447-dc35c1c9fb6f,BXYS01014610392788,2023-01-03 03:44:25,711.2,Vazquez-Santos,Credit,Savings,Los Angeles,USA,Cash,69,Male,Community arts worker,109608.67,9357.47,Success,No,False,336,Board consider pull father near key.
eae6f462-21a1-4011-ac39-c081d56c80c7,TSPU06298109975268,2023-01-03 08:43:19,3409.97,Adkins-Lawrence,Debit,Education,San Diego,USA,Credit Card,24,Others,Textile designer,122787.19,16966.58,Success,Yes,False,81,Line her force try near.
eacc6cab-1263-4de0-b51b-190f2e1151fd,WSMN67629602964991,2023-01-03 08:43:27,3239.05,Waters-Ramirez,Debit,Clothing,New York,USA,Credit Card,45,Others,Careers information officer,118672.32,12986.49,Failed,No,True,427,And research arrive defense first tax.
f87a5322-75de-4b02-9be2-bf836b13f64c,VQWR34987789415679,2023-01-03 09:51:28,4475.09,Hughes PLC,Debit,Transport,San Jose,USA,Credit Card,40,Others,"Therapist, sports",149693.48,19781.54,Pending,No,False,154,Expert wide popular myself give kind.
81bc7b57-a837-4f96-a785-d11da922f15a,GJMG32874256568668,2023-01-03 11:18:50,37.97,Singh-Yates,Debit,Savings,San Jose,USA,Online Transfer,23,Female,Passenger transport manager,40660.38,749.12,Failed,No,False,80,Clear nature part my.
4ca8ab28-4008-47a5-9774-d64bbe2931bb,JLFW64712463351571,2023-01-03 12:41:47,2767.79,Mcmillan-Gross,Credit,Electronics,San Antonio,USA,Debit Card,23,Female,"Optician, dispensing",32324.88,19463.23,Success,No,False,319,Work activity level.
e83e8d27-4719-4d3d-af79-2d31f22e240f,BKFU04956686510389,2023-01-03 12:47:36,1644.9,"Martin, Watson and Blake",Credit,Utilities,San Jose,USA,Debit Card,47,Female,Insurance underwriter,47695.87,4805.89,Pending,No,False,5,Fire clear so police college.
2ae26352-1f4b-497f-a251-a42b83af1d85,WNDX31525523228058,2023-01-03 12:55:23,2280.24,"Herrera, Giles and Mason",Credit,Housing,Los Angeles,USA,E-Wallet,68,Male,Food technologist,20329.65,19569.65,Success,No,False,500,Item take once with.
643687e8-b3ac-4c05-b16e-b4ecb380a747,PMWV48618382559143,2023-01-03 14:00:08,668.48,"Bauer, Perry and Martin",Debit,Travel,Los Angeles,USA,Debit Card,61,Female,Learning disability nurse,103829.13,17250.53,Success,No,False,246,Sign future any professor poor.
a72621e8-25b9-4aaf-85bb-c273a3870565,MPNX68293007370387,2023-01-03 15:12:10,3864.74,Berry-Pena,Credit,Grocery,San Antonio,USA,Debit Card,44,Female,Chartered accountant,141258.16,4454.98,Failed,No,True,225,Pull available will so answer.
f5b045eb-f3ca-43c4-a812-8a45353c5a8d,RFQY12479666783031,2023-01-03 16:50:26,4123.35,Lopez-Hernandez,Credit,Education,Phoenix,USA,Cash,59,Others,Land/geomatics surveyor,72356.17,5967.57,Failed,Yes,False,311,Type energy laugh itself building always appear.
dd0d6450-04fb-4352-8752-1d81c2e89d0e,SCYV14202861223286,2023-01-03 17:35:59,3589.89,Vaughn Inc,Debit,Housing,Chicago,USA,E-Wallet,43,Others,Lobbyist,76421.84,12051.97,Success,Yes,True,350,Different hot hair space pressure especially lot.
81088f50-52eb-4dea-8367-a0c4715caf72,ZOUJ23783762314701,2023-01-03 18:09:38,4481.78,"Simmons, Warren and Moore",Credit,Fitness,Philadelphia,USA,Debit Card,53,Others,Secondary school teacher,123119.89,8989.3,Failed,No,False,93,Trial however pick difference involve soldier.
3da280a9-6643-44bd-a596-921a046e8d8f,AEYU68387890345029,2023-01-03 18:46:03,3454.7,Jacobson Inc,Debit,Travel,Phoenix,USA,E-Wallet,65,Others,,127613.43,10604.68,Failed,No,False,153,Billion crime bring.
78632efc-6ef0-457b-b288-56133c9e8f14,TRWD02507853733502,2023-01-03 20:38:07,2330.14,"Schmitt, Rojas and Bentley",Debit,Education,Los Angeles,USA,Debit Card,26,Female,"Copywriter, advertising",27402.26,13211.48,Pending,Yes,True,23,Office such high great clearly put tend.
888521ab-9e57-4d78-affb-b730dd22896f,RTKA91572750636229,2023-01-03 21:15:46,4004.86,Grimes LLC,Debit,Shopping,Philadelphia,USA,Cash,57,Male,IT trainer,27884.32,4151.35,Failed,No,False,490,Amount top skill including until American.
f48979f6-00b4-4856-a226-c843faa46711,AFEZ34778045797251,2023-01-03 22:24:51,3128.41,Esparza Ltd,Debit,Housing,Los Angeles,USA,E-Wallet,56,Female,Equities trader,39316.37,17759.28,Pending,No,False,499,Fish represent fast pressure father.
10dba453-cb51-4365-81e0-9f4f0b9c1e60,WRRT92120308273636,2023-01-03 22:42:54,3042.24,"Dunn, Adams and Smith",Credit,Transport,,USA,Online Transfer,21,Others,Research scientist (maths),100381.74,17095.33,Success,Yes,True,16,Risk question fine dinner.
6e3f29eb-8355-478e-b6e3-e718d92ac916,OJDF60026745861894,2023-01-03 23:35:40,1791.28,Huffman-Young,Debit,Transport,San Jose,USA,Online Transfer,30,Others,Environmental consultant,92743.42,11312.45,Success,No,False,295,Room learn knowledge stuff.
63b328cb-2e2a-4ebd-b7ba-b55437d0a709,CGQM54966025143580,2023-01-03 23:46:34,1718.2,Haynes PLC,Credit,Housing,Los Angeles,USA,Online Transfer,54,Male,Child psychotherapist,44201.68,11797.53,Pending,No,False,336,
9005fbca-e21b-4963-991c-7b39c269ae5a,TEKN58466376828742,2023-01-04 00:00:19,2716.76,Roberts-King,Debit,Food,Phoenix,USA,Online Transfer,24,Male,Statistician,49488.64,14730.34,Failed,Yes,True,10,Day bag nearly lot detail TV.
63d15ec1-11f9-4ed6-9d55-565991a56e56,KSGT03064167021492,2023-01-04 00:33:49,129.69,"Monroe, Dougherty and Taylor",Credit,Transport,Chicago,USA,Online Transfer,55,Male,"Conservation officer, nature",28217.42,5695.7,Failed,No,False,82,Probably price couple fund walk worker.
7abbcdf8-84d5-4866-a4c2-1131c11b223c,NGSY42012234149929,2023-01-04 00:41:35,3337.14,Bailey-Hamilton,Debit,Shopping,,USA,Cash,61,Others,Historic buildings inspector/conservation officer,99131.07,18335.12,Success,Yes,True,33,Similar never be sound.
492fb248-38bb-41f2-a2e7-871f799b784d,JSCU16343031016636,2023-01-04 01:06:51,1252.56,"Collins, Swanson and Rosario",Debit,Travel,Dallas,USA,E-Wallet,28,Female,"Designer, interior/spatial",144320.49,8343.87,Pending,Yes,False,233,Board son agency act rate team.
c0e57604-9d82-4520-bd22-6f3dea637619,BUVM49144533752015,2023-01-04 03:34:17,2536.56,Salazar-Ortiz,Debit,Shopping,New York,USA,E-Wallet,43,Others,"Loss adjuster, chartered",84154.13,14447.92,Success,Yes,True,219,Over nation picture operation third check.
5da3279b-75d5-46db-892a-a66258e2cab7,VLEQ58986818439763,2023-01-04 04:29:40,4451.59,"Walker, Roth and Martinez",Credit,Housing,San Jose,USA,Credit Card,53,Others,Textile designer,60542.6,13947.57,Success,No,True,289,Sell employee prove house security whose soldier.
7e14e08b-bb2e-4206-9e7f-6e53e7f1ced0,VIQD77365561922188,2023-01-04 04:52:37,4218.52,Nunez-Gilbert,Debit,Food,San Diego,USA,Online Transfer,62,Female,Chiropodist,46062.92,14878.55,Pending,No,True,393,Sea important whom before national.
