Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
17e0c9c1-fd8e-4029-bc75-cfd1cf3abd66,EFIA17328159543124,2024-12-01 00:08:03,1369.83,"Turner, Bryan and Padilla",Debit,Utilities,Chicago,USA,E-Wallet,65,Male,,81859.76,12048.46,Pending,No,True,431,Kind job describe.
18c225b6-1f41-4569-9fbf-f5f13b8d0041,MQWC72257754584726,2024-12-01 01:28:52,2121.47,"Bradley, Hall and Klein",Credit,Clothing,Houston,USA,Debit Card,53,Male,"Horticulturist, commercial",64907.9,9254.01,Pending,No,False,401,Do prevent top agency.
5ee60373-2e05-4994-8118-bef278c8e0ac,SNSE61928279307504,2024-12-01 02:19:09,3143.77,Davis-Thomas,Credit,Healthcare,Phoenix,USA,E-Wallet,39,Female,"Engineer, site",100152.88,14893.25,Pending,No,True,219,Before among hit thought big later debate.
598e954f-e56d-4d5a-bdfc-c661651564b7,QIPV38439537258015,2024-12-01 03:11:55,1397.77,"Newton, Barker and Perez",Debit,Clothing,Los Angeles,USA,E-Wallet,55,Others,Training and development officer,52926.55,6259.42,Pending,No,True,410,
85a5e69f-43e5-46d6-8167-961a050fe321,RFNS17768293844013,2024-12-01 03:14:10,4791.33,Thompson Inc,Debit,Shopping,Dallas,USA,Online Transfer,58,Female,Politician's assistant,105634.26,4244.91,Success,No,True,328,Environment rate after choose social almost.
2634b1f4-f5df-4c04-a7f3-b7f9e373dca1,NAWM20119906887090,2024-12-01 03:40:30,4112.15,Baker-Salazar,Debit,Transport,Houston,USA,E-Wallet,39,Male,Dietitian,51856.19,19079.34,Pending,Yes,False,378,Glass but sure story dog within.
ddfb0bb5-591b-4ec2-ba2d-99b0aa8c8e3f,XCOB64857968863124,2024-12-01 05:06:28,4002.61,Ward-Ross,Credit,Shopping,San Jose,USA,E-Wallet,37,Others,"Engineer, biomedical",96076.47,8596.35,Success,No,True,406,Suggest produce to.
83948fed-0b58-4f34-9d13-95edff2828dd,PBGR34103111557701,2024-12-01 05:09:10,3893.02,Mills Ltd,Debit,Food,Chicago,USA,Cash,24,Male,Purchasing manager,97714.36,8202.6,Success,No,True,147,Create kind bit place more.
5cc93b18-c632-4c9e-a1f4-7737f9ecb625,RYBM17799890438100,2024-12-01 05:43:12,4936.76,Sherman-Lopez,Credit,Education,Philadelphia,USA,E-Wallet,65,Others,Health visitor,43300.17,1218.96,Pending,No,True,302,Pay budget case vote activity.
75fdb1fa-9c63-4575-90cc-dffd6686edf2,BCRP36376274208600,2024-12-01 05:57:21,5144.0,"Parsons, Peters and Reed",Credit,Travel,New York,USA,Credit Card,44,Male,"Engineer, technical sales",84850.61,5781.15,Success,No,False,133,Fear recent sense.
eb03ec92-8386-4737-b13b-0b0053037c76,IEBW57036595925707,2024-12-01 06:35:52,889.63,"Farmer, Morales and Maxwell",Credit,Utilities,Chicago,USA,Credit Card,66,Female,,23642.39,14501.13,Success,Yes,True,488,Ready low reveal read kitchen collection turn.
042b67e9-5197-46ea-8370-e8b73a11cb38,JERG18886166633428,2024-12-01 08:30:09,1124.55,Contreras-Dorsey,Debit,Education,,USA,Online Transfer,42,Male,Health visitor,100411.55,9283.98,Failed,Yes,True,35,Ever past store against so race.
73e2951e-22d8-4fa7-9460-a7acf2c80a90,SKAP32146449369995,2024-12-01 09:41:03,840.53,Benitez PLC,Credit,Food,San Antonio,USA,Credit Card,35,Female,"Scientist, clinical (histocompatibility and immunogenetics)",110864.93,6623.01,Failed,Yes,True,70,Vote thing black eight us society.
aa804974-6159-4659-9830-c057a716a6b1,OYSW23410242505963,2024-12-01 10:03:32,1514.66,"Harris, Barker and Smith",Credit,Healthcare,San Diego,USA,Cash,18,Others,Location manager,62418.95,5675.18,Failed,Yes,True,194,Source morning put by.
d98e77fd-6829-481d-b193-c1de154a5596,ODUS84605346574096,2024-12-01 10:30:16,2221.83,Woods-Morgan,Debit,Grocery,San Jose,USA,E-Wallet,21,Others,Furniture designer,125103.42,659.8,Pending,Yes,False,81,Quite try decade successful anything inside behavior.
f25799dc-a025-4c02-abb9-3fb351954a20,QUJD78679393693949,2024-12-01 10:55:56,3442.25,"Sanders, Powell and Parker",Debit,Housing,Dallas,USA,Cash,31,Male,Commercial horticulturist,105549.11,9746.23,Failed,Yes,False,358,Particularly office across similar.
7d89f08d-0a74-4e16-a488-478b8f4745d7,XOXY73380041432694,2024-12-01 11:23:16,2836.03,"Guerra, Clarke and Butler",Debit,Transport,New York,USA,Debit Card,66,Female,Secretary/administrator,69392.53,16971.81,Failed,No,False,204,Attorney area those light.
b0b63c6a-dfbf-45ed-a284-0df771da8502,IGHN05743211154959,2024-12-01 12:57:46,609.99,Macias-Jones,Debit,Savings,Los Angeles,USA,Credit Card,35,Others,"Research officer, political party",91351.88,8219.14,Failed,Yes,False,323,Base college head area.
ae1bd3a1-9407-423a-901d-fd0165c2bee0,MXRE49793998161538,2024-12-01 13:33:08,2303.05,Luna Group,Credit,Savings,Los Angeles,USA,Online Transfer,32,Female,Advertising account planner,61733.78,3513.57,Success,Yes,False,344,Serve picture agent black occur economic size.
42b471b3-17ae-420f-8e64-5e3ca7bf7da5,UKJW15970996254384,2024-12-01 14:29:12,5019.11,Davis and Sons,Credit,Electronics,,USA,E-Wallet,41,Male,Industrial buyer,21803.34,19489.42,Failed,Yes,True,426,Seek bank action rest how sure inside really.
59f44a0d-45da-4b2f-bd85-6c258a1a566f,FBOV80282739809988,2024-12-01 14:36:16,754.8,Lambert LLC,Credit,Entertainment,Dallas,USA,Online Transfer,63,Female,Telecommunications researcher,130773.02,7174.37,Pending,No,False,391,Past sound computer.
49b4de87-cf94-43b3-91f0-a88558fb9ff7,GUOL58263218945108,2024-12-01 14:48:20,1471.76,"Welch, Rangel and Gallagher",Debit,Utilities,Los Angeles,USA,Cash,58,Others,"Production assistant, radio",123493.82,2402.55,Success,Yes,False,53,Easy throw late our fire arrive.
35674721-5a83-45d4-b361-ce6fcb649dbf,OADI00527810558000,2024-12-01 15:56:24,1172.99,"Reynolds, Garza and Ferrell",Credit,Travel,Dallas,USA,Cash,23,Others,Newspaper journalist,105693.52,10259.62,Success,Yes,True,130,Listen general something send wall plant.
d7840a76-99f4-46be-94f4-78c6f881354b,TBON97216218333919,2024-12-01 16:39:50,1823.7,Moore PLC,Credit,Savings,San Jose,USA,Cash,58,Female,Mining engineer,107825.99,7068.87,Success,No,True,187,Across present feel simple.
ccdbfb5f-91ee-4ea8-a58a-31b46426c219,ELMP21230085789591,2024-12-01 18:42:48,4265.89,"Miller, Mitchell and Schwartz",Credit,Fitness,Chicago,USA,Online Transfer,30,Others,"Surveyor, quantity",110971.83,5657.15,Pending,Yes,False,78,Meeting agency training style.
a744ceab-3990-4215-a260-28f14ed35523,KLGX23415959775244,2024-12-01 19:21:01,4408.72,"Jimenez, Howard and Simmons",Debit,Food,San Diego,USA,Online Transfer,24,Others,Cabin crew,88848.85,16027.71,Pending,Yes,False,383,Sense before opportunity.
53706f1f-d5f2-4835-a8ce-1705438753fe,BJEA42247042848501,2024-12-01 19:24:46,103.89,Martinez PLC,Credit,Entertainment,Los Angeles,USA,E-Wallet,41,Others,"Research officer, government",124126.28,12241.54,Success,No,False,353,Above line never consumer able.
67f6b9c9-1c1a-4f8d-9692-96eecc4b58e3,TRYL53237508397317,2024-12-01 19:44:39,2651.9,Robles Ltd,Debit,Savings,,USA,Debit Card,30,Others,Passenger transport manager,130420.97,9780.99,Pending,Yes,False,4,Somebody modern happen.
7b14c479-e896-4bcc-a6d7-994be6c69893,EPPR85190534864010,2024-12-01 20:13:00,2100.87,Chambers-Sanchez,Debit,Savings,Houston,USA,Online Transfer,33,Female,,40714.31,9983.37,Success,No,False,63,Money doctor television fish.
382f4f25-efe8-4388-84cf-19c4b76f9027,QTAD75017754750316,2024-12-01 20:28:32,2383.7,"Sanders, Henderson and Huang",Credit,Shopping,Chicago,USA,Online Transfer,45,Male,Quantity surveyor,89131.02,17515.29,Success,No,False,159,Tv admit day image which.
